,company_name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,industry
3237,Parul University,3.7,(162 Reviews),Private,"Vadodara/Baroda,Gujarat + 15 more",7 years old,201-500 Employees (India),Education / Training
3238,Wipro HR Service...,3.2,(162 Reviews),Noida + 7 more,,,,Recruitment / Staffing
3239,Continuum Manage...,3.9,(162 Reviews),Private,"Tampa,Florida + 2 more",17 years old,51-200 Employees (India),IT Services & Consulting
3240,Government of Ma...,4.3,(791 Reviews),Mumbai + 39 more,1k-5k Employees (Global),,,Federal Agencies
3241,Toshiba,4.1,(623 Reviews),Private,Tokyo + 22 more,147 years old,201-500 Employees (India),Industrial Equipment / Machinery
3242,Jagran Prakashan,3.8,(517 Reviews),Public,Kanpur + 42 more,47 years old,501-1k Employees (India),Media & Entertainment / Publishing
3243,Ubisoft Entertai...,3.9,(162 Reviews),Private,"Montreuil,Seine-saint-denis + 1 more",36 years old,1k-5k Employees (India),Gaming
3244,Tata Metaliks,4,(161 Reviews),Public,"Kolkata,West Bengal + 7 more",32 years old,1k-5k Employees (India),Iron & Steel
3245,CSIR,4.5,(161 Reviews),Public,"Delhi/NCR,New Delhi + 28 more",77 years old,1 Lakh+ Employees (India),Biotech & Life sciences
3246,British Biologic...,3.3,(161 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 33 more",34 years old,501-1k Employees (India),Biotech & Life sciences
3247,Espire Infolabs,3.4,(161 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",21 years old,201-500 Employees (India),Analytics / KPO / Research
3248,Essar Power,4.2,(161 Reviews),Public,"Mumbai,Maharashtra + 13 more",25 years old,5k-10k Employees (India),Power
3249,JoulestoWatts Bu...,2.8,(161 Reviews),Private,"Bangalore,Karnataka + 11 more",7 years old,51-200 Employees (India),Internet
3250,Concorde Motors,4.4,(161 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 11 more",50 years old,501-1k Employees (Global),Automobile
3251,MidasCare Pharma...,3.2,(161 Reviews),Private,"Mumbai,Maharashtra + 25 more",36 years old,201-500 Employees (India),Manufacturing
3252,Hardcastle Resta...,4.2,(161 Reviews),Private,Mumbai + 24 more,27 years old,5k-10k Employees (India),Retail
3253,Themis Medicare,3.5,(161 Reviews),Public,"Mumbai,Maharashtra + 23 more",53 years old,201-500 Employees (India),Clinical Research / Contract Research
3254,Veer-O-- Metals,4,(161 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",57 years old,51-200 Employees (India),Industrial Equipment / Machinery
3255,Rupa,3.9,(161 Reviews),Private,"Kolkata,West Bengal + 21 more",54 years old,1k-5k Employees (India),Consumer goods
3256,Silverskills,3.5,(161 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",21 years old,201-500 Employees (India),Financial Services
3257,St. John's Medic...,4,(161 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",18 years old,1k-5k Employees (India),Healthcare / Pharma
3258,Bhavani Industri...,3.7,(161 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",35 years old,201-500 Employees (Global),Iron & Steel
3259,LM Wind Power,4,(161 Reviews),Private,Kolding + 6 more,82 years old,501-1k Employees (India),Power
3260,Cyber Infrastruc...,3.7,(161 Reviews),Private,"San Jose,California + 1 more",19 years old,501-1k Employees (India),IT Services & Consulting
3261,University of Pe...,4.3,(161 Reviews),Private,"Dehradun,Uttarakhand + 7 more",19 years old,501-1k Employees (India),Financial Services
3262,V-bazaar Retail,4,(161 Reviews),Gurgaon + 34 more,6 years old,1k-5k Employees (India),,Retail
3263,Global Aluminium,3.9,(161 Reviews),Private,Hyderabad/Secunderabad + 4 more,25 years old,1k-5k Employees (India),Metals & Mining
3264,Stanley Black & ...,4,(230 Reviews),Private,New Britain + 15 more,179 years old,501-1k Employees (India),Industrial Equipment / Machinery
3265,Rooman Technolog...,3.5,(160 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 35 more",23 years old,201-500 Employees (India),Education / Training
3266,ASUS,4.4,(160 Reviews),Private,"Beitou District,Taipei + 40 more",33 years old,501-1k Employees (India),Manufacturing
3267,Pace Power Syste...,4,(160 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 36 more",73 years old,501-1k Employees (India),Power
3268,IREO,4,(160 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",18 years old,501-1k Employees (India),Real Estate
3269,Sangeetha Mobile,4.3,(160 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 36 more",48 years old,1k-5k Employees (India),Consumer goods
3270,Meenakshi Polyme...,3.8,(160 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",33 years old,501-1k Employees (India),Automobile
3271,The Indian Hume ...,4,(160 Reviews),Public,Mumbai + 31 more,96 years old,1k-5k Employees (India),Building Material
3272,Rochem Separatio...,3.9,(160 Reviews),"Mumbai,Maharashtra + 19 more",31 years old,201-500 Employees (India),,Industrial Equipment / Machinery
3273,EASi,3.7,(160 Reviews),Private,"Hanover,Maryland + 6 more",41 years old,501-1k Employees (India),Industrial Equipment / Machinery
3274,SEW Infrastructu...,4.2,(160 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 18 more",62 years old,1k-5k Employees (India),Engineering & Construction
3275,Rooman Technolog...,3.5,(160 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 35 more",23 years old,201-500 Employees (India),Education / Training
3276,QBurst Technolog...,4.7,(160 Reviews),Private,"Chantilly,Virginia + 6 more",18 years old,1k-5k Employees (India),IT Services & Consulting
3277,SRMB SRIJAN,4,(160 Reviews),"Kolkata,West Bengal + 23 more",71 years old,201-500 Employees (India),,Building Material
3278,Sri Gopikrishna ...,4,(160 Reviews),"Hyderabad/Secunderabad,Telangana + 22 more",15 years old,51-200 Employees (India),,Real Estate
3279,IREO,4,(160 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",18 years old,501-1k Employees (India),Real Estate
3280,Sabre,3.9,(160 Reviews),Private,"Southlake,Texas + 6 more",62 years old,1k-5k Employees (India),Internet
3281,TIDC India,4,(160 Reviews),Private,"Chennai,Tamil Nadu + 18 more",62 years old,5k-10k Employees (India),Automobile
3282,Aptiv Components...,4.2,(160 Reviews),Bengaluru/Bangalore + 8 more,,,,Auto Components
3283,Welspun Floorin...,3.7,(160 Reviews),Public,Hyderabad + 13 more,6 years old,51-200 Employees (India),Building Material
3284,ICICI Foundation...,4.1,(160 Reviews),Private,"Mumbai,Maharashtra + 44 more",14 years old,501-1k Employees (India),NGO / Social Services / Industry Associations
3285,Bose,4.4,(159 Reviews),Private,"Framingham,Massachusetts + 24 more",58 years old,501-1k Employees (India),Consumer goods
3286,Hexagon Capabili...,4.1,(159 Reviews),Stockholm + 2 more,35 years old,1k-5k Employees (India),,Financial Services
3287,Amec Foster Whee...,3.9,(159 Reviews),Private,Aberdeen + 12 more,40 years old,1k-5k Employees (India),Oil / Gas / Petro Chemicals
3288,Indian Metals & ...,4.3,(159 Reviews),Public,"Bhubaneswar,Odisha + 15 more",61 years old,1k-5k Employees (India),Metals & Mining
3289,Spacewood,3.7,(159 Reviews),Private,"Nagpur,Maharashtra + 15 more",28 years old,201-500 Employees (India),Furniture & Furnishing
3290,Franchise India ...,2.4,(159 Reviews),Private,"New Delhi,Delhi + 19 more",23 years old,201-500 Employees (India),Consulting
3291,Kalyani Forge,3.3,(159 Reviews),Public,"Pune,Maharashtra + 1 more",43 years old,501-1k Employees (India),Industrial Equipment / Machinery
3292,Kangaro Industri...,3.9,(159 Reviews),Private,"Ludhiana,Punjab + 14 more",28 years old,501-1k Employees (India),FMCG
3293,Saama Technologi...,4,(159 Reviews),Private,"Campbell,California + 2 more",25 years old,1k-5k Employees (India),Biotech & Life sciences
3294,Kosamattam Finan...,3.6,(159 Reviews),Private,"Kottayam,Kerala + 43 more",35 years old,51-200 Employees (India),Investment Banking / Venture Capital / Private Equity
3295,Van Heusen,4.1,(159 Reviews),Private,New York + 50 more,101 years old,1 Lakh+ Employees (India),Retail
3296,Garware Technica...,3.9,(159 Reviews),Private,Pune + 17 more,46 years old,1k-5k Employees (India),Agriculture / Forestry / Fishing
3297,Avis,4,(159 Reviews),Private,"Parsippany,New Jersey + 18 more",76 years old,1k-5k Employees (India),Automobile
3298,IOCL Refinery,4.5,(159 Reviews),Public,New Delhi + 29 more,63 years old,1k-5k Employees (India),Oil & Gas
3299,Škoda Auto Volks...,4.3,(159 Reviews),Pune + 5 more,1k-5k Employees (India),,,Automobile
3300,L&T Defence,4.1,(159 Reviews),Mumbai + 10 more,12 years old,1k-5k Employees (India),,Defence & Aerospace
3301,Toyota Tsusho,4.3,(1.6k Reviews),Public,"Nagoya,Aichi + 14 more",23 years old,501-1k Employees (India),Automobile
3302,Atibir Industrie...,3.6,(158 Reviews),Private,"Giridih,Jharkhand + 8 more",22 years old,501-1k Employees (India),Iron & Steel
3303,AVL,4.1,(158 Reviews),Private,Graz + 9 more,74 years old,501-1k Employees (India),Automobile
3304,Samarth LifeScie...,3.4,(158 Reviews),Private,"Mumbai,Maharashtra + 24 more",59 years old,501-1k Employees (India),Clinical Research / Contract Research
3305,Asian Institute ...,4.1,(158 Reviews),Private,"Faridabad,Haryana + 13 more",12 years old,1k-5k Employees (India),Medical Services / Hospital
3306,TAJSATS AIR CATE...,4,(158 Reviews),Public,"Mumbai,Maharashtra + 8 more",46 years old,51-200 Employees (India),Food Processing
3307,CG Foods,3.8,(158 Reviews),Private,Lalitpur + 23 more,38 years old,1k-5k Employees (India),FMCG
3308,OnMobile Global,4.2,(158 Reviews),Private,Bangalore + 9 more,22 years old,1k-5k Employees (India),Media & Entertainment / Publishing
3309,The Supreme Ind ...,4.4,(158 Reviews),Mumbai + 29 more,80 years old,1k-5k Employees (India),,Furniture & Furnishing
3310,Titan Engineerin...,4.2,(158 Reviews),Private,Hosur + 3 more,28 years old,501-1k Employees (India),Industrial Automation
3311,QA InfoTech,3.5,(158 Reviews),Private,"Noida,Uttar Pradesh + 3 more",19 years old,501-1k Employees (India),IT Services & Consulting
3312,Cavisson Systems,3.6,(158 Reviews),Private,"Santa Clara,California",11 years old,501-1k Employees (India),Consulting
3313,GKB RX Lens,4.1,(158 Reviews),Private,"Kolkata,West Bengal + 19 more",63 years old,1k-5k Employees (India),Consumer goods
3314,IndiaCan,4.5,(158 Reviews),Private,"Noida,Uttar Pradesh + 39 more",14 years old,201-500 Employees (India),Education / Training
3315,Ict Sms,3.8,(158 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",13 years old,51-200 Employees (India),Hardware & Networking
3316,Feedback Energy ...,4.1,(158 Reviews),Private,"Gurgaon/Gurugram,Haryana + 26 more",10 years old,51-200 Employees (India),Power
3317,Grupo Antolin,3.9,(158 Reviews),Private,"Burgos,Burgos + 10 more",72 years old,1k-5k Employees (India),Industrial Equipment / Machinery
3318,Tata Housing Dev...,4.2,(158 Reviews),Public,"Mumbai,Maharashtra + 16 more",38 years old,1k-5k Employees (India),Real Estate
3319,Northcorp Softwa...,4.6,(158 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",7 years old,51-200 Employees (India),IT Services & Consulting
3320,NACL Industries,4.3,(158 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 34 more",29 years old,1k-5k Employees (India),Chemicals / Agri Inputs
3321,Data-Core System...,3.3,(158 Reviews),Private,Bristol + 6 more,34 years old,201-500 Employees (India),BPO/KPO
3322,Saksoft,4.1,(157 Reviews),Public,"Chennai,Tamil Nadu + 8 more",23 years old,51-200 Employees (India),Courier / Logistics
3323,Reliance Cement ...,4.5,(157 Reviews),Private,Kathmandu + 23 more,18 years old,501-1k Employees (India),Building Material
3324,Baramati Agro,4,(157 Reviews),Public,"Pune,Maharashtra + 18 more",34 years old,1k-5k Employees (India),FMCG
3325,ShopX,4.2,(157 Reviews),Private,"Bangalore,Karnataka + 28 more",7 years old,201-500 Employees (India),Internet
3326,Namaste India Fo...,4.1,(157 Reviews),"Kanpur,Uttar Pradesh + 17 more",8 years old,11-50 Employees (India),,Food Processing
3327,Sterling Talent ...,4,(157 Reviews),Private,"Bothell,Washington + 1 more",47 years old,1k-5k Employees (India),Internet
3328,R.V.R. PROJECTS,3.9,(157 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 24 more",46 years old,51-200 Employees (India),Engineering & Construction
3329,Hindustan Field ...,4.5,(157 Reviews),Private,"Johannesburg,Gauteng + 38 more",501-1k Employees (India),,Financial Services
3330,Microsense,3.7,(157 Reviews),"Collegeville,Pennsylvania + 24 more",40 years old,201-500 Employees (India),,Travel & Tourism / Hospitality
3331,Cogencis Informa...,3.8,(157 Reviews),Private,Mumbai + 4 more,15 years old,501-1k Employees (India),IT Services & Consulting
3332,SHV Energy,4,(157 Reviews),Private,Hoofddorp + 19 more,26 years old,201-500 Employees (India),Power
3333,Canvera,3.5,(157 Reviews),Private,"Bangalore,Karnataka + 21 more",15 years old,501-1k Employees (India),Internet
3334,Merck Life Scien...,4.2,(157 Reviews),Private,Mumbai + 12 more,354 years old,1k-5k Employees (India),Biotech & Life sciences
3335,Mobiloitte Techn...,2.8,(157 Reviews),Private,"Delhi/NCR,Delhi + 2 more",18 years old,501-1k Employees (India),Analytics / KPO / Research
3336,Onida,3.9,(157 Reviews),Private,Mumbai + 45 more,41 years old,1k-5k Employees (India),Consumer goods
3337,Uneecops Technol...,4.4,(157 Reviews),Private,"Delhi/NCR,Delhi + 10 more",27 years old,501-1k Employees (India),Analytics / KPO / Research
3338,Mas Callnet,3.4,(157 Reviews),Private,"Noida,Uttar Pradesh + 10 more",32 years old,51-200 Employees (India),BPO/KPO
3339,Radheya Machinin...,3.3,(157 Reviews),Pune + 9 more,22 years old,51-200 Employees (India),,Industrial Equipment / Machinery
3340,SLMG Beverages,3.9,(157 Reviews),Lucknow + 19 more,51-200 Employees (India),,,Beverage
3341,UBS Business Sol...,3.9,(157 Reviews),Pune + 3 more,,,,
3342,Sungard Availabi...,4.1,(157 Reviews),Private,"Jacksonville,Florida",54 years old,51-200 Employees (India),IT Services & Consulting
3343,Globtier Infotec...,3.6,(156 Reviews),Private,"Noida,Uttar Pradesh + 25 more",17 years old,1k-5k Employees (India),Analytics / KPO / Research
3344,Encube Ethicals,3.9,(156 Reviews),Private,Mumbai + 7 more,22 years old,201-500 Employees (India),Manufacturing
3345,Sahajanand Laser...,3.5,(156 Reviews),Public,"Gandhinagar,Gujarat + 15 more",33 years old,501-1k Employees (India),Industrial Equipment / Machinery
3346,Unibic Foods,4.3,(156 Reviews),Private,Bangalore + 30 more,18 years old,501-1k Employees (India),Food Processing
3347,Shaily Engineeri...,3.8,(156 Reviews),Public,"Vadodara/Baroda,Gujarat + 4 more",42 years old,501-1k Employees (India),Manufacturing
3348,Trackon Courier,3.6,(156 Reviews),Private,"Delhi/NCR,Delhi + 39 more",20 years old,51-200 Employees (India),Logistics / Shipping
3349,Acme Generics LL...,3.5,(156 Reviews),LLP,"Baddi,Himachal Pradesh + 11 more",17 years old,51-200 Employees (India),Pharmaceutical & Life Sciences
3350,Gtpl Hathway,4,(156 Reviews),Public,"Ahmedabad,Gujarat + 24 more",16 years old,1k-5k Employees (India),Telecom / ISP
3351,Wow Momo Foods,3.7,(156 Reviews),Private,"Kolkata,West Bengal + 17 more",14 years old,501-1k Employees (India),FMCG
3352,Sanjeev Auto Par...,4.3,(156 Reviews),Private,"Aurangabad,Maharashtra",34 years old,201-500 Employees (India),Industrial Equipment / Machinery
3353,Ordnance Factory,4.4,(156 Reviews),Kolkata + 21 more,247 years old,50k-1 Lakh Employees (Global),,NGO / Social Services / Industry Associations
3354,Lalitha Jeweller...,3.8,(156 Reviews),Private,"Chennai,Tamil Nadu + 20 more",39 years old,1k-5k Employees (India),Gems & Jewellery
3355,SALARPURIA SATTV...,4.1,(156 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",36 years old,1k-5k Employees (India),Real Estate
3356,TRF,3.4,(156 Reviews),Public,"Jamshedpur,Jharkhand + 13 more",60 years old,501-1k Employees (India),Industrial Equipment / Machinery
3357,Allengers Medica...,4,(156 Reviews),Public,"Chandigarh,Haryana + 28 more",35 years old,1k-5k Employees (India),Medical Devices & Equipment
3358,Elin Appliances,4.1,(156 Reviews),Private,"Ghaziabad,Uttar Pradesh + 9 more",53 years old,51-200 Employees (India),Design
3359,Hitech Digital,3.8,(156 Reviews),LLP,"Ahmedabad,Gujarat + 12 more",30 years old,501-1k Employees (India),Architecture / Interior Design
3360,UAE Exchange,4,(356 Reviews),Public,"Abu Dhabi,Abu Dhabi + 37 more",27 years old,1-10 Employees (India),Financial Services
3361,TRINAMIX,4.4,(155 Reviews),Private,"San Jose,California + 3 more",10 years old,201-500 Employees (India),IT Services & Consulting
3362,Save the Childre...,4,(155 Reviews),Private,Fairfield + 29 more,14 years old,201-500 Employees (India),NGO / Social Services / Industry Associations
3363,TJSB Sahakari Ba...,4.1,(155 Reviews),Private,Thane + 25 more,50 years old,1k-5k Employees (India),Banking / Insurance / Accounting
3364,Oerlikon Grazian...,4.4,(155 Reviews),Private,Pfaffikon + 8 more,116 years old,1k-5k Employees (India),Industrial Equipment / Machinery
3365,Nexval Infotech,3.4,(155 Reviews),Private,"Kolkata,West Bengal + 2 more",13 years old,501-1k Employees (India),IT Services & Consulting
3366,Cactus Communica...,3.6,(155 Reviews),Private,"Mumbai,Maharashtra + 10 more",20 years old,1k-5k Employees (India),Analytics / KPO / Research
3367,US Tech Solution...,4,(155 Reviews),Private,"New Jersey,New Jersey + 9 more",22 years old,201-500 Employees (India),Recruitment / Staffing
3368,Cremica Food Ind...,4,(155 Reviews),Public,"Delhi/NCR,New Delhi + 28 more",44 years old,501-1k Employees (India),FMCG
3369,Super Auto Forge,3.8,(155 Reviews),Private,"Chennai,Tamil Nadu + 4 more",47 years old,201-500 Employees (India),Iron & Steel
3370,IndustryBuying.c...,3.7,(155 Reviews),Private,"Delhi,NCT + 11 more",9 years old,51-200 Employees (India),Import & Export
3371,MAN Truck & Bus,4,(155 Reviews),Private,"Munich,Munich + 16 more",264 years old,201-500 Employees (India),Automobile
3372,HealthifyMe,3.2,(155 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",10 years old,1k-5k Employees (India),Beauty & Wellness
3373,Abbott Nutrition...,4.2,(155 Reviews),Private,"Chicago,Illinois + 36 more",112 years old,11-50 Employees (India),Pharmaceutical & Life Sciences
3374,Ashok Iron Works,3.5,(155 Reviews),Private,"Belagavi/Belgaum,Karnataka + 2 more",48 years old,1k-5k Employees (India),Iron & Steel
