,company_name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,industry
3032,Karamtara Engine...,3.3,(171 Reviews),"Mumbai,Maharashtra + 8 more",26 years old,501-1k Employees (India),,Manufacturing
3033,ZF India Technol...,3.7,(171 Reviews),Private,Friedrichshafen + 1 more,107 years old,10k-50k Employees (India),Auto Components
3034,PC Financial Ser...,3.7,(171 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",27 years old,201-500 Employees (India),Financial Services
3035,Jio Platforms,3.9,(171 Reviews),Navi Mumbai + 15 more,10k-50k Employees (India),,,IT Services & Consulting
3036,Birla Cement,4.3,(171 Reviews),Kolkata + 42 more,112 years old,5k-10k Employees (India),,Engineering & Construction
3037,Net Solutions,4.8,(171 Reviews),Private,"Chandigarh,Haryana",22 years old,201-500 Employees (India),Hardware & Networking
3038,Innominds Softwa...,3.6,(171 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",24 years old,1k-5k Employees (India),Engineering & Construction
3039,SiliconIndia,2.6,(170 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",25 years old,201-500 Employees (India),Internet
3040,Hamleys,4.1,(170 Reviews),Private,London + 35 more,262 years old,1k-5k Employees (India),Consumer goods
3041,CARE Ratings,3.1,(170 Reviews),Public,Mumbai + 14 more,29 years old,501-1k Employees (India),Financial Services
3042,Tablets (India),3.9,(170 Reviews),Private,"Chennai,Tamil Nadu + 29 more",84 years old,501-1k Employees (India),Manufacturing
3043,New Opportunity ...,4.3,(170 Reviews),Private,Navi Mumbai + 64 more,7 years old,201-500 Employees (India),Financial Services
3044,Adama,4.4,(170 Reviews),Private,Tel Aviv + 41 more,13 years old,201-500 Employees (India),Agriculture / Forestry / Fishing
3045,Bahwan CyberTek,3.6,(170 Reviews),Private,"Chennai,Tamil Nadu + 9 more",23 years old,1k-5k Employees (India),Analytics / KPO / Research
3046,Superhouse,3.7,(170 Reviews),Public,"Unnao,Uttar Pradesh + 8 more",42 years old,501-1k Employees (India),Import & Export
3047,ITCONS e-Solutio...,3.6,(170 Reviews),Private,"Noida,Uttar Pradesh + 53 more",15 years old,1k-5k Employees (India),IT Services & Consulting
3048,Ivy Hospital,3.9,(170 Reviews),Private,"Mohali,Punjab + 10 more",14 years old,501-1k Employees (India),Medical Services / Hospital
3049,MMC Infotech Ser...,3.4,(170 Reviews),Private,"Chennai,Tamil Nadu + 2 more",32 years old,201-500 Employees (India),Financial Services
3050,Vision Express,4.1,(170 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 26 more",14 years old,501-1k Employees (India),Retail
3051,Prabhat Dairy,4.2,(170 Reviews),Public,Rahata + 20 more,24 years old,201-500 Employees (India),Agriculture / Forestry / Fishing
3052,HDFC Mutual Fund,3.9,(170 Reviews),"Mumbai,Maharashtra + 60 more",23 years old,1k-5k Employees (India),,Financial Services
3053,Radiant Cash Man...,3.6,(170 Reviews),Private,"Chennai,Tamil Nadu + 36 more",17 years old,5k-10k Employees (India),Financial Services
3054,Sarvodaya Hospit...,4.3,(170 Reviews),Private,"Faridabad,Haryana + 11 more",31 years old,51-200 Employees (India),Clinical Research / Contract Research
3055,Honour Lab,3.8,(170 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",10 years old,201-500 Employees (India),Manufacturing
3056,Celebi Delhi Car...,4.1,(170 Reviews),Istanbul + 3 more,64 years old,5k-10k Employees (India),,Airlines / Aviation / Aerospace
3057,DATAMARK BPO SER...,3.8,(170 Reviews),Private,El Paso + 5 more,33 years old,1k-5k Employees (India),BPO/KPO
3058,Pfizer Healthcar...,4.3,(170 Reviews),Mumbai + 11 more,13 years old,1k-5k Employees (India),,Pharmaceutical & Life Sciences
3059,Kraft Heinz Comp...,4.3,(171 Reviews),Private,"Mumbai,Maharashtra + 29 more",28 years old,501-1k Employees (India),Food Processing
3060,Walplast Product...,3.8,(169 Reviews),Private,"Navi Mumbai,Maharashtra + 24 more",18 years old,201-500 Employees (India),Manufacturing
3061,AirAsia,3.7,(169 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 18 more",9 years old,1k-5k Employees (India),Airlines / Aviation / Aerospace
3062,Billabong High I...,3.9,(169 Reviews),Public,"Noida,Uttar Pradesh + 17 more",13 years old,51-200 Employees (India),Education / Training
3063,Toshiba Transmis...,3.8,(169 Reviews),Private,Hyderabad + 16 more,128 years old,501-1k Employees (India),Manufacturing
3064,Gold's Gym,3.7,(169 Reviews),Private,"Dallas,Texas + 46 more",57 years old,1-10 Employees (India),Sports/Fitness
3065,Uniinfo Telecom ...,3.3,(169 Reviews),Public,"Indore,Madhya Pradesh + 23 more",12 years old,201-500 Employees (India),Telecom / ISP
3066,La-Gajjar Machin...,4.1,(169 Reviews),Private,"Ahmedabad,Gujarat + 22 more",87 years old,51-200 Employees (India),Manufacturing
3067,Thyssenkrupp Ind...,4.2,(169 Reviews),Essen + 12 more,163 years old,1k-5k Employees (India),,Industrial Equipment / Machinery
3068,Kentech Internat...,4.4,(169 Reviews),Private,Dubai + 13 more,29 years old,201-500 Employees (India),Engineering & Construction
3069,Bajaj Energy,4.3,(169 Reviews),Public,"Mumbai,Maharashtra + 14 more",14 years old,501-1k Employees (India),Power
3070,Pmkvy,3.9,(169 Reviews),Public,"Delhi/NCR,Delhi + 73 more",7 years old,1-10 Employees (India),NGO / Social Services / Industry Associations
3071,Smollan Group,4.3,(169 Reviews),Private,Johannesburg + 38 more,91 years old,201-500 Employees (India),Consulting
3072,Krishnapatnam P...,4.1,(169 Reviews),Private,"Nellore,Andhra Pradesh + 6 more",14 years old,501-1k Employees (India),Marine
3073,Koyo Bearings In...,3.9,(169 Reviews),Private,Gurgaon + 3 more,15 years old,1k-5k Employees (India),Industrial Equipment / Machinery
3074,Health India Tpa...,3.7,(169 Reviews),Private,"Mumbai,Maharashtra + 22 more",20 years old,51-200 Employees (India),Internet
3075,Yara Fertilisers,4,(169 Reviews),Oslo + 29 more,117 years old,501-1k Employees (India),,Fertilizers / Pesticides / Agro chemicals
3076,Drake & Scull In...,3.8,(169 Reviews),Private,Dubai + 13 more,141 years old,51-200 Employees (India),Engineering & Construction
3077,MobileComm Techn...,3.9,(169 Reviews),Private,"Richardson,TX + 24 more",20 years old,201-500 Employees (India),Telecom / ISP
3078,Wood Group,4.1,(169 Reviews),Private,"Aberdeen City,Aberdeen + 18 more",110 years old,51-200 Employees (India),Power
3079,Javi Systems,3.8,(169 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 30 more",15 years old,201-500 Employees (India),IT Services & Consulting
3080,DSM Infocom,2.3,(169 Reviews),Private,Heerlen + 32 more,18 years old,1k-5k Employees (India),BPO/KPO
3081,Mobikwik,3.6,(169 Reviews),Private,"Gurgaon,Haryana + 13 more",13 years old,201-500 Employees (India),Financial Services
3082,Alchem Internati...,3.7,(169 Reviews),Private,"Gurgaon/Gurugram,Haryana + 17 more",87 years old,201-500 Employees (India),Biotechnology
3083,Meghalaya Cement...,3.9,(169 Reviews),Private,"Kolkata,West Bengal + 6 more",19 years old,501-1k Employees (India),Building Material
3084,Biz 2 Credit Inf...,4.4,(169 Reviews),Private,"New York,New York + 1 more",15 years old,201-500 Employees (India),Financial Services
3085,BP,4.1,(486 Reviews),Private,London + 5 more,113 years old,1k-5k Employees (India),Oil & Gas
3086,United India Ins...,4.2,(168 Reviews),Public,"Chennai,Tamil Nadu + 67 more",84 years old,10k-50k Employees (India),Financial Services
3087,Premium Transmis...,3.6,(168 Reviews),Private,"Pune,Maharashtra + 12 more",61 years old,501-1k Employees (India),Industrial Equipment / Machinery
3088,Shopclues,4.1,(168 Reviews),Private,"Gurgaon,Haryana + 5 more",11 years old,501-1k Employees (India),Consumer goods
3089,Sterling Tools,4,(168 Reviews),Public,"Faridabad,Haryana + 9 more",43 years old,501-1k Employees (India),Industrial Equipment / Machinery
3090,Andromeda Sales ...,3.2,(168 Reviews),Private,"Mumbai,Maharashtra + 34 more",31 years old,1k-5k Employees (India),Consulting
3091,Wanbury,3.3,(168 Reviews),Public,"Mumbai,Maharashtra + 21 more",34 years old,1k-5k Employees (India),Import & Export
3092,Big C,4.2,(168 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 28 more",19 years old,1k-5k Employees (India),Retail
3093,Seth M R Jaipuri...,4,(168 Reviews),Private,"Delhi/NCR,Delhi + 22 more",30 years old,1k-5k Employees (India),Education / Training
3094,The Institute Of...,4.1,(168 Reviews),New Delhi + 52 more,73 years old,51-200 Employees (India),,Financial Services
3095,Core Integra Con...,3.6,(168 Reviews),Private,"Mumbai,Maharashtra + 40 more",11 years old,1k-5k Employees (India),Recruitment / Staffing
3096,D.p. Jain & Co. ...,3.6,(168 Reviews),Private,"Nagpur,Maharashtra + 21 more",48 years old,201-500 Employees (India),Real Estate
3097,National Insuran...,4.1,(168 Reviews),Private,"Kolkata,West Bengal + 56 more",116 years old,50k-1 Lakh Employees (India),Financial Services
3098,Zuari Agro Chemi...,4.1,(168 Reviews),Public,"Gurgaon/Gurugram,Haryana + 37 more",55 years old,501-1k Employees (India),Chemicals / Agri Inputs
3099,Eurofins It Solu...,3.7,(168 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",10 years old,1k-5k Employees (India),IT Services & Consulting
3100,B.L Agro Oils,3.6,(168 Reviews),Bareilly + 21 more,29 years old,1k-5k Employees (India),,Food Processing
3101,Hummingwave Tech...,5,(168 Reviews),Private,Bangalore + 2 more,9 years old,11-50 Employees (India),IT Services & Consulting
3102,Netaxis IT Solut...,3.8,(168 Reviews),Private,"Chennai,Tamil Nadu",22 years old,1-10 Employees (India),IT Services & Consulting
3103,Emerson Climate ...,4.1,(169 Reviews),St. Louis + 18 more,132 years old,1k-5k Employees (India),,Furniture & Furnishing
3104,Inventia Healthc...,4.1,(167 Reviews),Private,"Mumbai,Maharashtra + 5 more",37 years old,501-1k Employees (India),Manufacturing
3105,Bombay Dyeing,3.7,(167 Reviews),Private,"Mumbai,Maharashtra + 23 more",143 years old,501-1k Employees (India),Furniture & Furnishing
3106,GE Capital,4.4,(167 Reviews),Private,Norwalk + 10 more,90 years old,10k-50k Employees (India),Financial Services
3107,Srei Sahaj e-Vil...,4,(167 Reviews),Private,"Kolkata,West Bengal + 32 more",14 years old,201-500 Employees (Global),Financial Services
3108,SISL Infotech,3.6,(167 Reviews),Private,"Delhi/NCR,Delhi + 31 more",15 years old,501-1k Employees (India),Analytics / KPO / Research
3109,PureSoftware,3.9,(167 Reviews),Private,"Noida,Uttar Pradesh + 5 more",17 years old,1k-5k Employees (India),IT Services & Consulting
3110,Shree Renuka Sug...,4.2,(167 Reviews),Public,"Belagavi/Belgaum,Karnataka + 21 more",24 years old,1k-5k Employees (India),Agriculture / Forestry / Fishing
3111,Thomson Digital,3.2,(167 Reviews),Private,Noida + 5 more,60 years old,201-500 Employees (India),Media & Entertainment / Publishing
3112,AISECT,3.9,(167 Reviews),Private,"Bhopal,Madhya Pradesh + 42 more",37 years old,5k-10k Employees (India),Internet
3113,T R Chadha & Co ...,3.7,(167 Reviews),LLP,"Delhi/NCR,Delhi + 10 more",76 years old,51-200 Employees (India),Financial Services
3114,Bharat IT Servic...,3.1,(167 Reviews),Public,"Noida,Uttar Pradesh + 33 more",26 years old,501-1k Employees (India),Industrial Equipment / Machinery
3115,Mahindra Integra...,3.5,(167 Reviews),Private,"Mumbai,Maharashtra + 25 more",20 years old,1k-5k Employees (India),Analytics / KPO / Research
3116,Gaursons,3.8,(167 Reviews),Public,"Ghaziabad,Uttar Pradesh + 5 more",27 years old,501-1k Employees (India),Real Estate
3117,Al-Futtaim Group,3.9,(620 Reviews),Private,"Dubai,Dubai + 12 more",92 years old,501-1k Employees (India),Real Estate
3118,Aptiv,4.1,(518 Reviews),Private,Dublin + 12 more,28 years old,1k-5k Employees (India),Internet
3119,Mantra Technolog...,3.7,(184 Reviews),LLP,"Hyderabad/Secunderabad,Telangana + 2 more",18 years old,201-500 Employees (India),IT Services & Consulting
3120,eNoah iSolution,3.9,(166 Reviews),Private,"Chennai,Tamil Nadu + 4 more",17 years old,1k-5k Employees (India),Consulting
3121,Syncfusion,3.7,(166 Reviews),Private,"Morrisville,Carolina",21 years old,501-1k Employees (India),IT Services & Consulting
3122,Nisa Industrial ...,3.9,(166 Reviews),Private,"Mumbai,Maharashtra + 32 more",49 years old,51-200 Employees (India),Logistics / Shipping
3123,Sonata Finance,4.2,(166 Reviews),Private,"Allahabad/Prayagraj,Uttar Pradesh + 43 more",27 years old,51-200 Employees (India),Financial Services
3124,iBall,3.6,(166 Reviews),Private,"Mumbai,Maharashtra + 35 more",21 years old,501-1k Employees (India),Manufacturing
3125,Fourrts India La...,3.8,(166 Reviews),Private,"Chennai,Tamil Nadu + 27 more",45 years old,1k-5k Employees (India),Clinical Research / Contract Research
3126,Urban Ladder,4,(166 Reviews),Private,"Bangalore,Karnataka + 18 more",10 years old,201-500 Employees (India),Furniture & Furnishing
3127,FUJIFILM,3.6,(166 Reviews),Private,Tokyo + 21 more,14 years old,501-1k Employees (India),Consumer goods
3128,TCI Supply Chain...,4.4,(166 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",64 years old,5k-10k Employees (India),Logistics / Shipping
3129,Sunil Hitech Eng...,3.7,(166 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 24 more",24 years old,501-1k Employees (India),Engineering & Construction
3130,Turtlemint,3.9,(166 Reviews),"Mumbai,Maharashtra + 36 more",7 years old,1k-5k Employees (India),,Banking / Insurance / Accounting
3131,Bangalore Intern...,4.3,(166 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",21 years old,1k-5k Employees (India),Travel & Tourism / Hospitality
3132,Saudi Electricit...,4.5,(166 Reviews),Private,"Riyadh,Riyadh + 14 more",22 years old,201-500 Employees (India),Manufacturing
3133,Petron Engineeri...,4.3,(166 Reviews),Public,"Mumbai,Maharashtra + 26 more",46 years old,501-1k Employees (India),Engineering & Construction
3134,Gujarat State Fe...,4.6,(166 Reviews),Private,"Vadodara/Baroda,Gujarat + 20 more",60 years old,1k-5k Employees (India),Chemicals / Agri Inputs
3135,Vision India Ser...,3.6,(166 Reviews),Private,New Delhi + 45 more,14 years old,51-200 Employees (India),Recruitment / Staffing
3136,Chettinad Cement...,3.9,(166 Reviews),Private,"Chennai,Tamil Nadu + 34 more",60 years old,1k-5k Employees (India),Building Material
3137,Etech Global Ser...,4.3,(166 Reviews),Private,"Nacogdoches,Texas + 3 more",25 years old,1k-5k Employees (India),BPO/KPO
3138,Halonix Technolo...,4.2,(166 Reviews),Private,"Noida,Uttar Pradesh + 28 more",9 years old,501-1k Employees (India),Manufacturing
3139,Imarque Solution...,3.3,(166 Reviews),Private,"Chennai,Tamil Nadu + 8 more",18 years old,201-500 Employees (India),BPO/KPO
3140,Invensis Technol...,3.6,(166 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",22 years old,1k-5k Employees (India),BPO/KPO
3141,Hollister Medica...,4.3,(166 Reviews),Illinois + 8 more,101 years old,51-200 Employees (India),,Medical Devices & Equipment
3142,Policyboss.com,3.6,(166 Reviews),Private,"Mumbai,Maharashtra + 21 more",19 years old,1k-5k Employees (India),Insurance
3143,NielsenIQ,4.1,(166 Reviews),Chicago + 12 more,99 years old,1k-5k Employees (India),,Analytics / KPO / Research
3144,RV Solutions,3.8,(166 Reviews),Private,"Noida,Uttar Pradesh + 21 more",14 years old,201-500 Employees (India),Hardware & Networking
3145,Techwave Consult...,3.9,(166 Reviews),Private,"Houston,Texas + 1 more",18 years old,1k-5k Employees (India),Consulting
3146,Fiat Chrysler Au...,3.9,(523 Reviews),Public,London + 10 more,8 years old,1k-5k Employees (India),Automobile
3147,Trivium Educatio...,3.7,(165 Reviews),Private,"Delhi/NCR,Delhi + 6 more",12 years old,201-500 Employees (India),Education / Training
3148,Sales India,3.8,(165 Reviews),Private,Ahmedabad + 51 more,51 years old,501-1k Employees (India),Consumer goods
3149,Dee Piping Syste...,4.3,(165 Reviews),Private,"Palwal,Haryana + 4 more",39 years old,1k-5k Employees (India),Industrial Equipment / Machinery
3150,Mobius Knowledge...,3.8,(165 Reviews),Private,Chennai,20 years old,1k-5k Employees (India),Printing & Publishing
3151,Dixit Infotech S...,3.9,(165 Reviews),Private,"Mumbai,Maharashtra + 21 more",43 years old,501-1k Employees (India),Design
3152,Sentiss Pharma,4.1,(165 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",32 years old,501-1k Employees (India),Manufacturing
3153,HPM Chemicals & ...,4.7,(165 Reviews),Private,New Delhi + 31 more,45 years old,501-1k Employees (India),Fertilizers / Pesticides / Agro chemicals
3154,ProConnect Inte...,3.9,(165 Reviews),Private,"Chennai,Tamil Nadu + 31 more",10 years old,51-200 Employees (India),Logistics / Shipping
3155,Overnite Express,3.5,(165 Reviews),Private,"Delhi/NCR,Delhi + 34 more",35 years old,1-10 Employees (India),Logistics / Shipping
3156,CBSL,3.8,(165 Reviews),Private,New Delhi + 38 more,72 years old,1k-5k Employees (India),Consumer goods
3157,Peregrine Guardi...,3.8,(165 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",27 years old,501-1k Employees (India),Law Enforcement / Security Services
3158,Sales India,3.8,(165 Reviews),Private,Ahmedabad + 51 more,51 years old,501-1k Employees (India),Consumer goods
3159,RMC Readymix,3.9,(165 Reviews),Private,"Mumbai,Maharashtra + 37 more",26 years old,501-1k Employees (India),Building Material
3160,Pitambari Produc...,4.1,(165 Reviews),Private,"Thane,Maharashtra + 22 more",36 years old,201-500 Employees (India),FMCG
3161,Trivium Educatio...,3.7,(165 Reviews),Private,"Delhi/NCR,Delhi + 6 more",12 years old,201-500 Employees (India),Education / Training
3162,Mitra SK,4.1,(165 Reviews),Private,"Kolkata,West Bengal + 22 more",84 years old,1k-5k Employees (India),Miscellaneous
3163,Tata Steel Proce...,4.1,(165 Reviews),Private,Kolkata + 23 more,25 years old,1k-5k Employees (India),Iron & Steel
3164,Pole To Win,3.7,(165 Reviews),Private,Los Angeles + 2 more,28 years old,501-1k Employees (India),Gaming
3165,Lincoln Pharmace...,3.6,(165 Reviews),Public,"Ahmedabad,Gujarat + 13 more",43 years old,1k-5k Employees (India),Manufacturing
3166,Lanxess,4.4,(165 Reviews),Private,Cologne + 12 more,18 years old,501-1k Employees (India),Chemicals / Agri Inputs
3167,Woodland,3.7,(165 Reviews),Private,Quebec + 47 more,30 years old,5k-10k Employees (Global),Retail
3168,Recipharm Pharma...,4,(165 Reviews),Private,"Stockholm,Stockholm + 5 more",27 years old,11-50 Employees (India),Manufacturing
3169,Muthoot Homefin ...,3.7,(165 Reviews),Private,"Mumbai,Maharashtra + 55 more",11 years old,201-500 Employees (India),Investment Banking / Venture Capital / Private Equity
3170,Apollo Gleneagle...,3.9,(165 Reviews),Private,"Kolkata,West Bengal",19 years old,501-1k Employees (India),Consulting
3171,Home First Finan...,3.9,(165 Reviews),Private,"Mumbai,Maharashtra + 33 more",12 years old,1k-5k Employees (India),Media & Entertainment / Publishing
3172,Technicolor,4.2,(168 Reviews),Private,Paris + 4 more,129 years old,1k-5k Employees (India),Animation & VFX
3173,RedBus,4.4,(164 Reviews),Private,"Bangalore,Karnataka + 12 more",16 years old,1k-5k Employees (India),Internet
3174,Onicra Credit Ra...,3.3,(164 Reviews),Public,"Delhi/NCR,New Delhi + 33 more",29 years old,501-1k Employees (India),FinTech / Payments
3175,Calsoft,3.6,(164 Reviews),Private,"San Jose,California + 2 more",24 years old,1k-5k Employees (India),Hardware & Networking
3176,ZIM Laboratories,4,(164 Reviews),Public,"Nagpur,Maharashtra + 6 more",38 years old,201-500 Employees (India),Clinical Research / Contract Research
3177,Puranik Builders,3.7,(164 Reviews),Public,"Thane,Maharashtra + 6 more",54 years old,201-500 Employees (India),Real Estate
3178,Alghanim Interna...,3.9,(164 Reviews),Private,Kuwait City + 10 more,62 years old,10k-50k Employees (Global),Oil / Gas / Petro Chemicals
3179,Banswara Syntex,4.1,(164 Reviews),Public,"Banswara,Rajasthan + 8 more",46 years old,10k-50k Employees (India),Textile & Apparel
3180,ZIM Laboratories,4,(164 Reviews),Public,"Nagpur,Maharashtra + 6 more",38 years old,201-500 Employees (India),Clinical Research / Contract Research
3181,Onicra Credit Ra...,3.3,(164 Reviews),Public,"Delhi/NCR,New Delhi + 33 more",29 years old,501-1k Employees (India),FinTech / Payments
3182,Calsoft,3.6,(164 Reviews),Private,"San Jose,California + 2 more",24 years old,1k-5k Employees (India),Hardware & Networking
3183,MTR Foods,4.4,(164 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 27 more",98 years old,1k-5k Employees (India),Food Processing
3184,RSM India,3.3,(164 Reviews),Private,London + 17 more,58 years old,1k-5k Employees (India),Financial Services
3185,Mayoor School,4.8,(164 Reviews),Private,"Noida,Uttar Pradesh + 4 more",19 years old,51-200 Employees (India),Education / Training
3186,Wsp Consultants ...,4.4,(164 Reviews),Private,Montreal + 8 more,63 years old,1k-5k Employees (India),Engineering & Construction
3187,Prolifics Corpor...,3.6,(164 Reviews),Private,"Orlando,Florida + 5 more",44 years old,501-1k Employees (India),Law Enforcement / Security Services
3188,Alghanim Interna...,3.9,(164 Reviews),Private,Kuwait City + 10 more,62 years old,10k-50k Employees (Global),Oil / Gas / Petro Chemicals
3189,Hartek Group,4.2,(164 Reviews),Private,"Mohali,Punjab + 4 more",31 years old,201-500 Employees (India),Manufacturing
3190,H&R Block,4.4,(164 Reviews),Private,"Kansas City,Missouri + 5 more",67 years old,201-500 Employees (India),Financial Services
3191,Cameo Corporate ...,3.6,(164 Reviews),Private,"Chennai,Tamil Nadu + 12 more",37 years old,1k-5k Employees (India),BPO/KPO
3192,Infinx Healthcar...,3.6,(164 Reviews),San Jose + 6 more,10 years old,501-1k Employees (India),,IT Services & Consulting
3193,Writer Informati...,3.3,(164 Reviews),Private,Mumbai + 21 more,35 years old,5k-10k Employees (Global),Facility Management Services
3194,Bajaj Consumer C...,4.1,(164 Reviews),Public,"Mumbai,Maharashtra + 41 more",92 years old,201-500 Employees (India),FMCG
3195,Fingent,4.8,(164 Reviews),Private,"New York,New York + 2 more",19 years old,501-1k Employees (India),Hardware & Networking
3196,ACG Worldwide,4.1,(193 Reviews),Private,"Mumbai,Maharashtra + 9 more",61 years old,1k-5k Employees (India),Biotechnology
3197,TÜV Rheinland,4,(163 Reviews),Private,Cologne + 33 more,150 years old,501-1k Employees (India),Law Enforcement / Security Services
3198,Caresoft Global,3.6,(163 Reviews),Private,"Detroit,Michigan + 5 more",18 years old,1k-5k Employees (India),Industrial Equipment / Machinery
3199,Sakra World Hosp...,4.1,(163 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",9 years old,1k-5k Employees (India),Medical Services / Hospital
3200,TAL Manufacturin...,4.1,(163 Reviews),Private,"Pune,Maharashtra + 6 more",22 years old,501-1k Employees (India),Automobile
3201,Apex Group,3.4,(163 Reviews),Hamilton + 8 more,501-1k Employees (India),,,Financial Services
3202,Peter England,4.2,(163 Reviews),Private,Londonderry + 69 more,133 years old,501-1k Employees (India),Retail
3203,Fluentgrid,4,(163 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 23 more",24 years old,501-1k Employees (India),IT Services & Consulting
3204,Nexteer Automoti...,3.7,(163 Reviews),Private,"Auburn Hills,Michigan + 5 more",116 years old,501-1k Employees (India),Automobile
3205,Neilsoft,3.5,(163 Reviews),Private,Pune + 6 more,29 years old,501-1k Employees (India),Design
3206,Emirates Flight ...,4.4,(163 Reviews),Public,"Dubai,Dubai + 11 more",40 years old,201-500 Employees (India),Airlines / Aviation / Aerospace
3207,Par Formulations,4.2,(163 Reviews),Private,New York + 5 more,10 years old,501-1k Employees (India),Medical Services / Hospital
3208,Verifacts Servic...,3.9,(163 Reviews),Private,Bengaluru + 6 more,18 years old,51-200 Employees (India),Recruitment / Staffing
3209,Peter England,4.2,(163 Reviews),Private,Londonderry + 69 more,133 years old,501-1k Employees (India),Retail
3210,Sakra World Hosp...,4.1,(163 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",9 years old,1k-5k Employees (India),Medical Services / Hospital
3211,Dorf Ketal Chemi...,3.7,(163 Reviews),LLC,Houston + 20 more,30 years old,1k-5k Employees (India),Chemicals / Agri Inputs
3212,Wishfin,3.8,(163 Reviews),Private,"Noida,Uttar Pradesh + 7 more",6 years old,501-1k Employees (India),Financial Services
3213,NOON.COM,4.2,(163 Reviews),LLC,"Burj Khalifa,Dubai + 10 more",6 years old,1k-5k Employees (India),Internet
3214,Zetwerk Manufact...,4.2,(163 Reviews),Private,"Bangalore,Karnataka + 21 more",4 years old,501-1k Employees (India),Defence & Aerospace
3215,Nippon India Mut...,4.5,(163 Reviews),JV,"Mumbai,Maharashtra + 65 more",27 years old,1k-5k Employees (India),Financial Services
3216,DSV - Global Tra...,4.2,(163 Reviews),Hedehusene + 18 more,46 years old,1k-5k Employees (India),,Urban Transport
3217,Cure foods,4.3,(191 Reviews),Private,"Bangalore,Karnataka + 13 more",6 years old,501-1k Employees (India),Internet
3218,ISMT,3.9,(162 Reviews),Public,"Pune,Maharashtra + 2 more",45 years old,1k-5k Employees (India),Iron & Steel
3219,Anudip Foundatio...,3.7,(162 Reviews),NGO/NPO,"Kolkata,West Bengal + 27 more",15 years old,501-1k Employees (India),NGO / Social Services / Industry Associations
3220,Tejas Networks,4.1,(162 Reviews),Public,"Bangalore,Karnataka + 14 more",22 years old,1k-5k Employees (India),Internet
3221,Liberty Shoes,3.9,(162 Reviews),Public,"Gurgaon/Gurugram,Haryana + 30 more",68 years old,51-200 Employees (India),Retail
3222,Securens System,3.9,(162 Reviews),Private,"Mumbai,Maharashtra + 27 more",10 years old,201-500 Employees (India),Internet
3223,MEDOPHARM,3.4,(162 Reviews),Private,"Chennai,Tamil Nadu + 13 more",52 years old,1k-5k Employees (India),Import & Export
3224,MARK EXHAUST SYS...,4,(162 Reviews),Public,"Gurgaon/Gurugram,Haryana + 7 more",29 years old,501-1k Employees (India),Automobile
3225,Saudi Oger,4.3,(162 Reviews),Private,Riyadh + 13 more,44 years old,1-10 Employees (India),Facility Management Services
3226,AISATS,3.8,(162 Reviews),Private,Mumbai + 7 more,14 years old,5k-10k Employees (India),Urban Transport
3227,Cadsys,4.3,(162 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",33 years old,201-500 Employees (India),Design
3228,Bravura Solution...,4.5,(162 Reviews),Private,"Gurgaon/Gurugram,Haryana",18 years old,201-500 Employees (India),IT Services & Consulting
3229,E2logy Software ...,4.9,(162 Reviews),Private,"Ahmedabad,Gujarat + 1 more",17 years old,51-200 Employees (India),Hardware & Networking
3230,Polestar Solutio...,4.6,(162 Reviews),Private,"Noida,Uttar Pradesh + 6 more",10 years old,201-500 Employees (India),Internet
3231,Zydus Hospital,4.3,(162 Reviews),Public,"Ahmedabad,Gujarat + 7 more",7 years old,501-1k Employees (India),Clinical Research / Contract Research
3232,Azure Power,3.9,(162 Reviews),Private,"Delhi,NCT + 13 more",14 years old,501-1k Employees (India),Internet
3233,Presto Infosolut...,3.8,(162 Reviews),Private,"Delhi/NCR,Delhi + 35 more",22 years old,501-1k Employees (India),Law Enforcement / Security Services
3234,Hotel Park Plaza,4,(162 Reviews),Private,London + 16 more,36 years old,5k-10k Employees (Global),Travel & Tourism / Hospitality
3235,Inspira Enterpri...,4.1,(162 Reviews),Private,"Mumbai,Maharashtra + 19 more",14 years old,1k-5k Employees (India),Emerging Technologies
3236,American Tower C...,4,(162 Reviews),Private,"Boston,MA + 27 more",27 years old,501-1k Employees (India),Telecom / ISP
